,Organisation Name,City,County,Type & Rating,Route
6901,Bee World UK Limited T/A Jollibee,London,,Worker (A rating),Skilled Worker
6902,Beeaktive Care Limited,London,,Worker (A rating),Skilled Worker
6914,Beecher Reagan Advisors UK Limited,London,,Worker (A rating),Skilled Worker
6915,Beecher Reagan Advisors UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
6923,Beecholme Adult Care Ltd,London,Surrey,Worker (A rating),Skilled Worker
6929,Beeline.com Limited,London,,Worker (A rating),Skilled Worker
6930,Beeline.com Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
6931,Been There Done That Global Ltd,London,,Worker (A rating),Skilled Worker
6934,BEESEE Limited,London,,Worker (A rating),Skilled Worker
6940,Beggars Group Limited,London,,Worker (A rating),Skilled Worker
6941,Beggars Group Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
6946,BEHAVIOURAL INSIGHTS LTD,London,,Worker (A rating),Skilled Worker
6947,BehaviourLab Limited,London,London,Worker (A rating),Skilled Worker
6951,BEIER360 Limited,London,,Worker (A rating),Skilled Worker
6956,beIN IP Limited,London,,Worker (A rating),Skilled Worker
6957,beIN IP Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
6959,Beit Halochem UK,London,,Worker (A rating),Skilled Worker
6967,Belarus Free Theatre,London,,Temporary Worker (A rating),Creative Worker
6968,Belarus Free Theatre,London,,Temporary Worker (A rating),Charity Worker
6969,Belavia Belarusian Airlines,London,,Worker (A rating),Skilled Worker
6970,Belavia Belarusian Airlines,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
6976,Belderbos Landscapes Limited,London,,Worker (A rating),Skilled Worker
6992,Belgrave Capital Management Limited,London,,Worker (A rating),Skilled Worker
6999,Believe Direct Limited,London,,Worker (A rating),Skilled Worker
7000,Believe Direct Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7003,Belize High Commission,London,,Temporary Worker (A rating),International Agreement
7012,Bell Integrated Communications Limited,London,,Worker (A rating),Skilled Worker
7014,Bell Phillips Architects Limited,London,London,Worker (A rating),Skilled Worker
7015,Bell Rock Capital Management LLP,London,,Worker (A rating),Skilled Worker
7019,Bella Diamonds Design Limited,London,,Worker (A rating),Skilled Worker
7020,Bella Freud Ltd,London,,Worker (A rating),Skilled Worker
7022,Bellastouch Limited,London,London,Worker (A rating),Skilled Worker
7028,Belle & Skye Limited,London,,Worker (A rating),Skilled Worker
7031,Bellevue Education International Limited,London,,Worker (A rating),Skilled Worker
7032,Bellevue Place Education Trust,London,,Worker (A rating),Skilled Worker
7040,Belmond (UK) Limited,London,,Worker (A rating),Skilled Worker
7041,Belmond (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7052,Belstaff International Limited,London,,Worker (A rating),Skilled Worker
7053,Belstaff International Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7063,BeMo Tunnelling UK Ltd,London,,Worker (A rating),Skilled Worker
7064,BeMo Tunnelling UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7065,BeMyEye Holdings Limited,London,,Worker (A rating),Skilled Worker
7066,Ben Adams Architects Limited,London,,Worker (A rating),Skilled Worker
7069,Ben Pentreath Ltd,London,,Worker (A rating),Skilled Worker
7070,Ben Whistler Limited,London,,Worker (A rating),Skilled Worker
7072,Bench Walk Advisors LLC,London,London,Worker (A rating),Skilled Worker
7076,Benchmark Mineral Intelligence Limited,London,,Worker (A rating),Skilled Worker
7077,Beneco Financial Services Ltd,London,,Worker (A rating),Skilled Worker
7084,BenevolentAI Ltd,London,,Worker (A rating),Skilled Worker
7089,Bengal Air Travel,London,,Worker (A rating),Skilled Worker
7103,Benham and Reeves Limited,London,,Worker (A rating),Skilled Worker
7106,Benivo,London,,Worker (A rating),Skilled Worker
7108,Benjamin Hubert Ltd.,London,,Worker (A rating),Skilled Worker
7112,BennBridge Services LLP,London,,Worker (A rating),Skilled Worker
7123,Benson Elliot Services Limited,London,,Worker (A rating),Skilled Worker
7124,Bensussen Deutsch & Associates Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7125,Bensussen Deutsch & Associates Limited,London,,Worker (A rating),Skilled Worker
7126,BentallGreenOak Advisors (UK) LLP,London,,Worker (A rating),Skilled Worker
7127,BentallGreenOak Advisors (UK) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7137,Bentley Systems (UK) Ltd,London,,Worker (A rating),Skilled Worker
7138,Bentley Systems (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7139,BENTLEY'S SEAFOOD RESTAURANTS LIMITED,London,,Worker (A rating),Skilled Worker
7144,BE-OOM LTD,London,,Worker (A rating),Skilled Worker
7147,BEPRO-UK LTD,London,,Worker (A rating),Skilled Worker
7148,BEQUANT SERVICING LTD,London,England,Worker (A rating),Skilled Worker
7149,Bere Associates Limited T/A bere:architects,London,,Worker (A rating),Skilled Worker
7153,Berexia Limited,London,,Worker (A rating),Skilled Worker
7154,Berexia Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7161,Berjaya Vacation Club (UK) Limited,London,,Worker (A rating),Skilled Worker
7162,BERKELEY CATERING LIMITED,London,,Worker (A rating),Skilled Worker
7166,Berkeley Homes (Central London) Ltd,London,,Worker (A rating),Skilled Worker
7170,Berkeley Research Group (UK) Limited,London,,Worker (A rating),Skilled Worker
7171,Berkeley Research Group (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7172,Berkeley Rowe Limited,London,,Worker (A rating),Skilled Worker
7174,BERKELEY TRAVEL LTD,London,,Worker (A rating),Skilled Worker
7177,Berkmann Wine Cellars Ltd,London,,Worker (A rating),Skilled Worker
7182,Berkshire Global Advisors Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7183,Berkshire Global Advisors Ltd,London,,Worker (A rating),Skilled Worker
7189,Bermont Advisors Limited,London,,Worker (A rating),Skilled Worker
7197,Bernard Quaritch Ltd,London,,Worker (A rating),Skilled Worker
7200,Bernstein Autonomous LLP,London,,Worker (A rating),Skilled Worker
7201,Bernstein Autonomous LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7203,Berry Health Ltd,London,,Worker (A rating),Skilled Worker
7204,Berry Palmer & Lyle Limited,London,,Worker (A rating),Skilled Worker
7205,Berry Palmer & Lyle Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7211,Bertha UK Ltd,London,,Worker (A rating),Skilled Worker
7219,Berzhavel Ltd,London,,Worker (A rating),Skilled Worker
7223,Besins Healthcare (UK) Limited,London,,Worker (A rating),Skilled Worker
7224,Besins Healthcare (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7229,Bespoke Careers Management Limited,London,,Worker (A rating),Skilled Worker
7230,Bespoke Careers Management Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7231,Bespoke Connections Ltd,London,,Worker (A rating),Skilled Worker
7232,Bespoke Couture Limited,London,,Worker (A rating),Skilled Worker
7236,Bespoke Kitchens Solutions Limited,London,,Worker (A rating),Skilled Worker
7242,BEST C.VEG LIMITED,London,,Worker (A rating),Skilled Worker
7250,BEST CHOICE HIRE LTD,London,,Worker (A rating),Skilled Worker
7251,Best Choice One Ltd,London,,Worker (A rating),Skilled Worker
7253,Best Foods Ltd,London,,Worker (A rating),Skilled Worker
7255,Best Halal Meat,London,,Worker (A rating),Skilled Worker
7256,Best Home Solutions Limited,London,,Worker (A rating),Skilled Worker
7261,BEST QUALITY FOOD STORE LIMITED,London,,Worker (A rating),Skilled Worker
7262,Best Response Media Ltd,London,,Worker (A rating),Skilled Worker
7267,Bestay Limited,London,,Worker (A rating),Skilled Worker
7270,Bestin Build Ltd,London,,Worker (A rating),Skilled Worker
7271,Bestinvest (Holdings) Limited,London,,Worker (A rating),Skilled Worker
7272,Bestseller Wholesale UK Ltd,London,,Worker (A rating),Skilled Worker
7273,Bestseller Wholesale UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7284,Betbull Social Sports UK Limited,London,,Worker (A rating),Skilled Worker
7300,Bethnal Green Montessori School Limited,London,County,Worker (A rating),Skilled Worker
7301,Bethnal Green Visionplus Limited (T/A Specsavers),London,,Worker (A rating),Skilled Worker
7305,Betongpark Limited,London,,Worker (A rating),Skilled Worker
7306,Better & Partners Communications Limited,London,,Worker (A rating),Skilled Worker
7308,Better Dairy Limited,London,,Worker (A rating),Skilled Worker
7312,Better Home Care Services Limited,London,,Worker (A rating),Skilled Worker
7322,BetterUp UK Ltd,London,,Worker (A rating),Skilled Worker
7323,BetterUp UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7328,Beverage Services Limited,London,,Worker (A rating),Skilled Worker
7329,Beverage Services Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7330,Beverage Tech Ltd,London,,Worker (A rating),Skilled Worker
7346,Beyond Health Limited,London,,Worker (A rating),Skilled Worker
7348,Beyond Med Centre Ltd,London,,Worker (A rating),Skilled Worker
7349,Beyond Med Centre Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7354,Beyond the Deal LLP,London,,Worker (A rating),Skilled Worker
7355,Beyond Words Studio Ltd,London,,Worker (A rating),Skilled Worker
7356,BeyondAutism,London,,Worker (A rating),Skilled Worker
7358,BeyondMinds (AI) Limited,London,,Worker (A rating),Skilled Worker
7363,BFAM Partners (UK) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7364,BFAM Partners (UK) LLP,London,,Worker (A rating),Skilled Worker
7367,bfinance UK Limited,London,,Worker (A rating),Skilled Worker
7376,BG COMPANIES LTD T/A COCO KITCHENS,London,Middlesex,Worker (A rating),Skilled Worker
7377,BG Infotech Ltd,London,,Worker (A rating),Skilled Worker
7378,BG&E Consulting Engineers Ltd,London,,Worker (A rating),Skilled Worker
7379,BG&E Consulting Engineers Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7382,BGF Services Ltd,London,,Worker (A rating),Skilled Worker
7385,BGI Genomics UK Co Ltd,London,,Worker (A rating),Skilled Worker
7386,BGIS Global Integrated Solutions Limited,London,,Worker (A rating),Skilled Worker
7392,BGRS Global UK Limited,London,,Worker (A rating),Skilled Worker
7393,BGRS Global UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7395,BH1 Accounting Limited,London,,Worker (A rating),Skilled Worker
7396,BHA Trading Limited,London,,Worker (A rating),Skilled Worker
7408,Bhangra Burger Limited,London,,Worker (A rating),Skilled Worker
7412,Bharat Ventures Limited T/A Barbican News,London,,Worker (A rating),Skilled Worker
7413,BHARTI GLOBAL LIMITED,London,,Worker (A rating),Skilled Worker
7418,Bhavinias News,London,,Worker (A rating),Skilled Worker
7421,BH-DG Systematic Trading LLP,London,,Worker (A rating),Skilled Worker
7426,BHoldings Limited,London,,Worker (A rating),Skilled Worker
7427,BHoldings Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7430,BHP Billiton International Services Limited,London,,Worker (A rating),Skilled Worker
7431,BHP Billiton International Services Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7445,Bibendum Restaurant Ltd,London,,Worker (A rating),Skilled Worker
7450,BibliU Limited,London,,Worker (A rating),Skilled Worker
7451,Biborg UK Ltd,London,,Worker (A rating),Skilled Worker
7458,BICI LONDON LIMITED,London,,Worker (A rating),Skilled Worker
7459,Bickiepegs Healthcare Limited,London,,Worker (A rating),Skilled Worker
7467,Bidfresh Limited,London,,Worker (A rating),Skilled Worker
7468,Bidstack Ltd,London,,Worker (A rating),Skilled Worker
7470,Bier Nuts Limited,London,,Worker (A rating),Skilled Worker
7473,Bifinity UK Limited,London,,Worker (A rating),Skilled Worker
7477,Big Education Trust,London,,Worker (A rating),Skilled Worker
7478,Big Ferro Ltd,London,,Worker (A rating),Skilled Worker
7482,Big Ideas Group Limited,London,,Worker (A rating),Skilled Worker
7483,Big Issue Invest Limited T/A The Big Issue Invest,London,,Worker (A rating),Skilled Worker
7486,Big Light Productions Limited,London,,Worker (A rating),Skilled Worker
7487,Big Light Productions Limited,London,,Temporary Worker (A rating),Creative Worker
7488,Big Mamma Holdings LTD,London,,Worker (A rating),Skilled Worker
7489,BIG Partners Ltd,London,,Worker (A rating),Skilled Worker
7490,BIG Partners Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7491,Big Picture Medical Limited,London,,Worker (A rating),Skilled Worker
7492,Big Picture Medical Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7497,Big Society Capital Ltd,London,,Worker (A rating),Skilled Worker
7498,Big Stack Ltd t/a Energie Fitness,London,,Worker (A rating),Skilled Worker
7500,Big Win Philanthropy,London,,Worker (A rating),Skilled Worker
7501,Big Worldwide Ltd,London,,Worker (A rating),Skilled Worker
7504,BIGBIZ SOLUTIONS LTD,London,,Worker (A rating),Skilled Worker
7507,BigCommerce UK Ltd.,London,,Worker (A rating),Skilled Worker
7508,BigCommerce UK Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7509,Biggerman Food-Tech LTD,London,,Worker (A rating),Skilled Worker
7513,Bighand Limited,London,,Worker (A rating),Skilled Worker
7514,Bighand Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7515,Bigland Accident Repair Centre Limited,London,,Worker (A rating),Skilled Worker
7516,Bigland Grocers and Meat Ltd T/A Surma Town,London,,Worker (A rating),Skilled Worker
7517,Biglight Limited,London,,Worker (A rating),Skilled Worker
7520,BigSmall TV,London,,Worker (A rating),Skilled Worker
7522,Bijoux Royaux ltd,London,,Worker (A rating),Skilled Worker
7525,Bike Taxi Limited (T/A Pedal Me),London,,Worker (A rating),Skilled Worker
7530,Bilendi Limited,London,,Worker (A rating),Skilled Worker
7537,BILGIN CONSULTANCY LTD,London,,Worker (A rating),Skilled Worker
7540,Bill & Melinda Gates Foundation,London,,Worker (A rating),Skilled Worker
7541,Bill & Melinda Gates Foundation,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7543,Bill Kenwright Ltd,London,,Temporary Worker (A rating),Creative Worker
7544,Bill or Beak Limited,London,,Worker (A rating),Skilled Worker
7547,Billiaze Ltd,London,,Worker (A rating),Skilled Worker
7548,Billigence Europe Limited,London,,Worker (A rating),Skilled Worker
7549,BILLINGBEAR PROPERTY MANAGEMENT LIMITED,London,,Worker (A rating),Skilled Worker
7556,Billon Financial Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
7557,Billon Financial Ltd,London,,Worker (A rating),Skilled Worker
7558,Bill's Restaurants Ltd,London,,Worker (A rating),Skilled Worker
7567,Bimisa Patel T/a Southgate Physio,London,,Worker (A rating),Skilled Worker
7570,Binance Europe Limited,London,,Worker (A rating),Skilled Worker
7571,Binape Elevators Uk Ltd,London,,Worker (A rating),Skilled Worker
7585,Binyan Studios Limited,London,,Worker (A rating),Skilled Worker
